"state","county","deaths","pop"
"INDIANA","HUNTINGTON",3,83169
"INDIANA","JACKSON",6,88488
"INDIANA","JASPER",4,64500
"INDIANA","JAY",4,54607
"INDIANA","JEFFERSON",5,72839
"INDIANA","JENNINGS",2,56398
"INDIANA","JOHNSON",5,188752
"INDIANA","KNOX",7,100645
"INDIANA","KOSCIUSKO",5,145724
"INDIANA","LA.PORTE",13,243578
"INDIANA","LAGRANGE",2,64980
"INDIANA","LAKE",37,938875
"INDIANA","LAWRENCE",6,100575
"INDIANA","MADISON",20,303791
"INDIANA","MARION",69,1445929
"INDIANA","MARSHALL",4,96986
"INDIANA","MARTIN",1,26872
"INDIANA","MIAMI",2,91640
"INDIANA","MONROE",8,236798
"INDIANA","MONTGOMERY",3,86117
"INDIANA","MORGAN",9,129640
"INDIANA","NEWTON",5,35460
"INDIANA","NOBLE",5,86363
"INDIANA","OHIO",0,12484
"INDIANA","ORANGE",3,44857
"INDIANA","OWEN",1,39105
"INDIANA","PARKE",3,40241
"INDIANA","PERRY",3,47400
"INDIANA","PIKE",1,32308
"INDIANA","PORTER",8,296974
"INDIANA","POSEY",4,64510
"INDIANA","PULASKI",2,32208
"INDIANA","PUTNAM",2,71342
"INDIANA","RANDOLPH",11,70673
"INDIANA","RIPLEY",7,59650
"INDIANA","RUSH",3,46034
"INDIANA","SAINT.JOSEPH",31,523069
"INDIANA","SCOTT",2,50092
"INDIANA","SHELBY",5,95639
"INDIANA","SPENCER",3,49499
"INDIANA","STARKE",8,52826
"INDIANA","STEUBEN",3,61374
"INDIANA","SULLIVAN",7,49085
"INDIANA","SWITZERLAND",0,17838
"INDIANA","TIPPECANOE",11,300069
"INDIANA","TIPTON",0,39860
"INDIANA","UNION",2,16702
"INDIANA","VANDERBURGH",16,363303
"INDIANA","VERMILLION",1,42938
"INDIANA","VIGO",17,249892
"INDIANA","WABASH",8,85657
"INDIANA","WARREN",2,21685
"INDIANA","WARRICK",7,103511
"INDIANA","WASHINGTON",1,54601
"INDIANA","WAYNE",8,168193
"INDIANA","WELLS",4,61300
"INDIANA","WHITE",5,57588
"INDIANA","WHITLEY",3,63769
"IOWA","ADAIR",2,22785
"IOWA","ADAMS",0,13726
"IOWA","ALLAMAKEE",4,36683
"IOWA","APPANOOSE",2,35410
"IOWA","AUDUBON",1,20291
"IOWA","BENTON",2,56716
"IOWA","BLACK.HAWK",12,306001
"IOWA","BOONE",2,62005
"IOWA","BREMER",5,59849
"IOWA","BUCHANAN",4,56125
"IOWA","BUENA.VISTA",5,50055
"IOWA","BUTLER",4,42652
"IOWA","CALHOUN",3,31219
"IOWA","CARROLL",6,55168
"IOWA","CASS",0,40570
"IOWA","CEDAR",5,45317
"IOWA","CERRO.GORDO",11,112737
"IOWA","CHEROKEE",5,38723
"IOWA","CHICKASAW",3,37571
"IOWA","CLARKE",0,20727
"IOWA","CLAY",1,45848
"IOWA","CLAYTON",2,51511
"IOWA","CLINTON",7,133501
"IOWA","CRAWFORD",1,46009
"IOWA","DALLAS",5,70839
"IOWA","DAVIS",2,22161
"IOWA","DECATUR",2,22554
"IOWA","DELAWARE",5,46178
"IOWA","DES.MOINES",4,105514
"IOWA","DICKINSON",1,37079
"IOWA","DUBUQUE",12,219950
"IOWA","EMMET",0,31560
"IOWA","FAYETTE",6,60513
"IOWA","FLOYD",2,45765
"IOWA","FRANKLIN",1,31030
"IOWA","FREMONT",2,21900
"IOWA","GREENE",4,28283
"IOWA","GRUNDY",0,33883
"IOWA","GUTHRIE",0,28051
"IOWA","HAMILTON",3,42699
"IOWA","HANCOCK",2,33322
"IOWA","HARDIN",4,51964
"IOWA","HARRISON",6,38524
"IOWA","HENRY",2,44512
"IOWA","HOWARD",2,26706
"IOWA","HUMBOLDT",0,29270
"IOWA","IDA",3,21702
"IOWA","IOWA",2,36973
"IOWA","JACKSON",1,54528
"IOWA","JASPER",9,86605
"IOWA","JEFFERSON",3,39605
"IOWA","JOHNSON",8,199204
"IOWA","JONES",1,50763
"IOWA","KEOKUK",0,30931
"IOWA","KOSSUTH",2,52558
"IOWA","LEE",8,100011
"IOWA","LINN",15,394846
"IOWA","LOUISA",3,29565
"IOWA","LUCAS",1,24208
"IOWA","LYON",2,31384
"IOWA","MADISON",2,30331
"IOWA","MAHASKA",3,53602
"IOWA","MARION",8,72517
"IOWA","MARSHALL",3,99547
"IOWA","MILLS",2,32912
"IOWA","MITCHELL",2,29060
"IOWA","MONONA",1,27670
"IOWA","MONROE",3,21617
"IOWA","MONTGOMERY",1,31287
"IOWA","MUSCATINE",3,99061
"IOWA","O.BRIEN",2,40758
"IOWA","OSCEOLA",0,20096
"IOWA","PAGE",2,44195
"IOWA","PALO.ALTO",0,30776
"IOWA","PLYMOUTH",5,60049
"IOWA","POCAHONTAS",2,26912
"IOWA","POLK",45,683277
"IOWA","POTTAWATTAMIE",14,204512
"IOWA","POWESHIEK",3,45663
"IOWA","RINGGOLD",2,14228
"IOWA","SAC",1,33262
"IOWA","SCOTT",14,368707
"IOWA","SHELBY",4,36486
"IOWA","SIOUX",1,73744
"IOWA","STORY",6,179519
"IOWA","TAMA",2,44822
"IOWA","TAYLOR",2,19640
"IOWA","UNION",7,32300
"IOWA","VAN.BUREN",1,20846
"IOWA","WAPELLO",5,93246
"IOWA","WARREN",4,83899
"IOWA","WASHINGTON",3,47917
"IOWA","WAYNE",2,19124
"IOWA","WEBSTER",6,104428
"IOWA","WINNEBAGO",0,30563
"IOWA","WINNESHIEK",3,53119
"IOWA","WOODBURY",9,231068
"IOWA","WORTH",1,21765
"IOWA","WRIGHT",0,38177
"KANSAS","ALLEN",3,36451
"KANSAS","ANDERSON",3,20719
"KANSAS","ATCHISON",1,40631
"KANSAS","BARBER",2,16272
"KANSAS","BARTON",3,77656
"KANSAS","BOURBON",2,36076
"KANSAS","BROWN",2,25703
"KANSAS","BUTLER",5,111942
"KANSAS","CHASE",0,7742
"KANSAS","CHAUTAUQUA",0,11751
"KANSAS","CHEROKEE",3,51094
"KANSAS","CHEYENNE",1,8798
"KANSAS","CLARK",2,6192
"KANSAS","CLAY",0,23015
"KANSAS","CLOUD",1,28437
"KANSAS","COFFEY",1,23126
"KANSAS","COMANCHE",0,6099
"KANSAS","COWLEY",4,84338
"KANSAS","CRAWFORD",5,87754
"KANSAS","DECATUR",1,11125
"KANSAS","DICKINSON",4,47344
"KANSAS","DONIPHAN",2,21274
"KANSAS","DOUGLAS",2,157988
"KANSAS","EDWARDS",1,10031
"KANSAS","ELK",1,8753
"KANSAS","ELLIS",6,65761
"KANSAS","ELLSWORTH",2,15935
"KANSAS","FINNEY",5,65361
"KANSAS","FORD",4,61511
"KANSAS","FRANKLIN",6,51780
"KANSAS","GEARY",0,61716
"KANSAS","GOVE",0,9041
"KANSAS","GRAHAM",1,9795
"KANSAS","GRANT",0,17057
"KANSAS","GRAY",1,13037
"KANSAS","GREELEY",0,4561
"KANSAS","GREENWOOD",3,20883
"KANSAS","HAMILTON",1,6039
"KANSAS","HARPER",4,18141
"KANSAS","HARVEY",6,72162
"KANSAS","HASKELL",0,9621
"KANSAS","HODGEMAN",0,5653
"KANSAS","JACKSON",1,26756
"KANSAS","JEFFERSON",3,37561
"KANSAS","JEWELL",0,12371
"KANSAS","JOHNSON",31,662145
"KANSAS","KEARNY",1,9385
"KANSAS","KINGMAN",0,21475
"KANSAS","KIOWA",0,9816
"KANSAS","LABETTE",1,57294
"KANSAS","LANE",0,6186
"KANSAS","LEAVENWORTH",5,131697
"KANSAS","LINCOLN",1,9635
"KANSAS","LINN",2,19434
"KANSAS","LOGAN",0,8462
"KANSAS","LYON",2,85392
"KANSAS","MAC.PHERSON",3,64863
"KANSAS","MARION",3,31488
"KANSAS","MARSHALL",3,30546
"KANSAS","MEADE",1,11729
"KANSAS","MIAMI",2,51633
"KANSAS","MITCHELL",0,19053
"KANSAS","MONTGOMERY",8,92717
"KANSAS","MORRIS",2,15118
"KANSAS","MORTON",0,8726
"KANSAS","NEMAHA",1,26794
"KANSAS","NEOSHO",0,45059
"KANSAS","NESS",1,11393
"KANSAS","NORTON",0,15855
"KANSAS","OSAGE",4,37489
"KANSAS","OSBORNE",1,13553
"KANSAS","OTTAWA",1,14087
"KANSAS","PAWNEE",2,19417
"KANSAS","PHILLIPS",1,17557
"KANSAS","POTTAWATOMIE",2,37466
"KANSAS","PRATT",1,24956
"KANSAS","RAWLINS",1,9903
"KANSAS","RENO",15,152347
"KANSAS","REPUBLIC",1,17530
"KANSAS","RICE",5,27283
"KANSAS","RILEY",4,152980
"KANSAS","ROOKS",1,16986
"KANSAS","RUSH",0,10893
"KANSAS","RUSSELL",1,21837
"KANSAS","SALINE",5,114309
"KANSAS","SCOTT",1,14183
"KANSAS","SEDGWICK",39,816667
"KANSAS","SEWARD",0,42570
"KANSAS","SHAWNEE",17,340831
"KANSAS","SHERIDAN",0,8713
"KANSAS","SHERMAN",3,18562
"KANSAS","SMITH",2,13815
"KANSAS","STAFFORD",2,13655
"KANSAS","STANTON",0,5813
"KANSAS","STEVENS",0,11493
"KANSAS","SUMNER",5,60141
"KANSAS","THOMAS",0,20730
"KANSAS","TREGO",1,10360
"KANSAS","WABAUNSEE",0,16621
"KANSAS","WALLACE",0,5047
"KANSAS","WASHINGTON",2,19931
"KANSAS","WICHITA",0,7556
"KANSAS","WILSON",2,27627
"KANSAS","WOODSON",0,11148
"KANSAS","WYANDOTTE",18,304035
"KENTUCKY","ADAIR",1,36341
"KENTUCKY","ALLEN",4,33929
"KENTUCKY","ANDERSON",0,30161
"KENTUCKY","BALLARD",0,19866
"KENTUCKY","BARREN",9,78301
"KENTUCKY","BATH",1,24049
"KENTUCKY","BELL",4,80480
"KENTUCKY","BOONE",4,115882
"KENTUCKY","BOURBON",6,42317
"KENTUCKY","BOYD",10,128921
"KENTUCKY","BOYLE",3,54172
"KENTUCKY","BRACKEN",2,18254
"KENTUCKY","BREATHITT",1,41221
"KENTUCKY","BRECKENRIDGE",1,39797
"KENTUCKY","BULLITT",2,107797
"KENTUCKY","BUTLER",2,27549
"KENTUCKY","CALDWELL",0,30247
"KENTUCKY","CALLOWAY",4,69913
"KENTUCKY","CAMPBELL",10,194872
"KENTUCKY","CARLISLE",0,13279
"KENTUCKY","CARROLL",2,22381
"KENTUCKY","CARTER",2,61813
"KENTUCKY","CASEY",1,36978
"KENTUCKY","CHRISTIAN",4,132461
"KENTUCKY","CLARK",3,65372
"KENTUCKY","CLAY",1,56432
"KENTUCKY","CLINTON",1,22937
"KENTUCKY","CRITTENDEN",0,22000
"KENTUCKY","CUMBERLAND",0,16628
"KENTUCKY","DAVIESS",16,199899
"KENTUCKY","EDMONSON",3,24875
"KENTUCKY","ELLIOTT",2,17051
"KENTUCKY","ESTILL",2,35409
"KENTUCKY","FAYETTE",21,430255
"KENTUCKY","FLEMING",3,29987
"KENTUCKY","FLOYD",12,119096
"KENTUCKY","FRANKLIN",5,93931
"KENTUCKY","FULTON",1,16756
"KENTUCKY","GALLATIN",1,11837
"KENTUCKY","GARRARD",2,26055
"KENTUCKY","GRANT",1,33232
"KENTUCKY","GRAVES",5,77319
"KENTUCKY","GRAYSON",0,51972
"KENTUCKY","GREEN",1,25745
"KENTUCKY","GREENUP",1,93771
"KENTUCKY","HANCOCK",0,19580
"KENTUCKY","HARDIN",7,210541
"KENTUCKY","HARLAN",4,97348
"KENTUCKY","HARRISON",0,36158
"KENTUCKY","HART",1,34737
"KENTUCKY","HENDERSON",5,93338
"KENTUCKY","HENRY",1,30246
"KENTUCKY","HICKMAN",1,12810
"KENTUCKY","HOPKINS",5,104422
"KENTUCKY","JACKSON",0,30166
"KENTUCKY","JEFFERSON",76,1352514
"KENTUCKY","JESSAMINE",2,63199
"KENTUCKY","JOHNSON",2,61284
"KENTUCKY","KENTON",17,318364
"KENTUCKY","KNOTT",1,45284
"KENTUCKY","KNOX",3,72359
"KENTUCKY","LARUE",0,27727
"KENTUCKY","LAUREL",3,98703
"KENTUCKY","LAWRENCE",2,35343
"KENTUCKY","LEE",2,18961
"KENTUCKY","LESLIE",1,37342
"KENTUCKY","LETCHER",2,73721
"KENTUCKY","LEWIS",0,36274
"KENTUCKY","LINCOLN",0,45403
"KENTUCKY","LIVINGSTON",1,22844
"KENTUCKY","LOGAN",3,54618
"KENTUCKY","LYON",1,16658
"KENTUCKY","MAC.CRACKEN",18,130840
"KENTUCKY","MAC.CREARY",0,38406
"KENTUCKY","MAC.LEAN",1,24334
"KENTUCKY","MADISON",5,119190
"KENTUCKY","MAGOFFIN",2,34384
"KENTUCKY","MARION",1,39549
"KENTUCKY","MARSHALL",4,62880
"KENTUCKY","MARTIN",1,34864
"KENTUCKY","MASON",0,39499
"KENTUCKY","MEADE",0,52981
"KENTUCKY","MENIFEE",1,13044
"KENTUCKY","MERCER",2,43380
"KENTUCKY","METCALFE",0,22689
"KENTUCKY","MONROE",2,28857
"KENTUCKY","MONTGOMERY",3,46054
"KENTUCKY","MORGAN",1,30350
"KENTUCKY","MUHLENBERG",4,75471
"KENTUCKY","NELSON",1,63829
"KENTUCKY","NICHOLAS",0,16914
"KENTUCKY","OHIO",2,51893
"KENTUCKY","OLDHAM",3,70940
"KENTUCKY","OWEN",0,21634
"KENTUCKY","OWSLEY",0,14055
"KENTUCKY","PENDLETON",3,26932
"KENTUCKY","PERRY",5,80883
"KENTUCKY","PIKE",11,198166
"KENTUCKY","POWELL",2,27900
"KENTUCKY","PULASKI",8,112071
"KENTUCKY","ROBERTSON",0,5672
"KENTUCKY","ROCKCASTLE",2,35121
"KENTUCKY","ROWAN",2,45939
"KENTUCKY","RUSSELL",3,34296
"KENTUCKY","SCOTT",4,49405
"KENTUCKY","SHELBY",2,50766
"KENTUCKY","SIMPSON",3,31272
"KENTUCKY","SPENCER",1,14490
"KENTUCKY","TAYLOR",2,48328
"KENTUCKY","TODD",0,24702
"KENTUCKY","TRIGG",1,20577
"KENTUCKY","TRIMBLE",2,15240
"KENTUCKY","UNION",2,35728
"KENTUCKY","WARREN",5,169173
"KENTUCKY","WASHINGTON",2,23283
"KENTUCKY","WAYNE",2,41434
"KENTUCKY","WEBSTER",1,33695
"KENTUCKY","WHITLEY",4,80818
"KENTUCKY","WOLFE",2,17263
"KENTUCKY","WOODFORD",1,39910
"LOUISIANA","ACADIA",8,115970
"LOUISIANA","ALLEN",3,41529
"LOUISIANA","ASCENSION",9,103016
"LOUISIANA","ASSUMPTION",2,39258
"LOUISIANA","AVOYELLES",4,74865
"LOUISIANA","BEAUREGARD",4,64403
"LOUISIANA","BIENVILLE",1,22787
"LOUISIANA","BOSSIER",5,169410
"LOUISIANA","CADDO",23,375062
"LOUISIANA","CALCASIEU",12,329353
"LOUISIANA","CALDWELL",2,21618
"LOUISIANA","CAMERON",2,23417
"LOUISIANA","CATAHOULA",1,22155
"LOUISIANA","CLAIBORNE",0,23052
"LOUISIANA","CONCORDIA",2,36872
"LOUISIANA","DE.SOTO",2,35743
"LOUISIANA","EAST.BATON.ROU",27,625844
"LOUISIANA","EAST.CARROLL",0,10745
"LOUISIANA","EAST.FELICIANA",0,25445
"LOUISIANA","EVANGELINE",3,63039
"LOUISIANA","FRANKLIN",0,39476
"LOUISIANA","GRANT",3,34983
"LOUISIANA","IBERIA",2,119164
"LOUISIANA","IBERVILLE",2,42182
"LOUISIANA","JACKSON",1,28289
"LOUISIANA","JEFFERSON",32,947674
"LOUISIANA","JEFFERSON.DAVI",6,64359
"LOUISIANA","LA.SALLE",3,36422
"LOUISIANA","LAFAYETTE",7,314898
"LOUISIANA","LAFOURCHE",3,187476
"LOUISIANA","LINCOLN",2,64217
"LOUISIANA","LIVINGSTON",2,147909
"LOUISIANA","MADISON",1,15100
"LOUISIANA","MOREHOUSE",3,49466
"LOUISIANA","NATCHITOCHES",7,60729
"LOUISIANA","ORLEANS",46,561106
"LOUISIANA","OUACHITA",4,239981
"LOUISIANA","PLAQUEMINES",3,52012
"LOUISIANA","POINTE.COUPEE",3,35726
"LOUISIANA","RAPIDES",13,238552
"LOUISIANA","RED.RIVER",1,16410
"LOUISIANA","RICHLAND",6,34689
"LOUISIANA","SABINE",0,49352
"LOUISIANA","SAINT.BERNARD",9,152580
"LOUISIANA","SAINT.CHARLES",1,74180
"LOUISIANA","SAINT.HELENA",0,11685
"LOUISIANA","SAINT.JAMES",2,28154
"LOUISIANA","SAINT.JOHN.THE.BA",0,55716
"LOUISIANA","SAINT.LANDRY",9,128913
"LOUISIANA","SAINT.MARTIN",3,70986
"LOUISIANA","SAINT.MARY",2,113457
"LOUISIANA","SAINT.TAMMANY",6,264440
"LOUISIANA","TANGIPAHOA",3,144639
"LOUISIANA","TENSAS",2,9228
"LOUISIANA","TERREBONNE",5,198686
"LOUISIANA","UNION",1,36814
"LOUISIANA","VERMILION",6,106116
"LOUISIANA","VERNON",4,124742
"LOUISIANA","WASHINGTON",1,75206
"LOUISIANA","WEBSTER",1,73048
"LOUISIANA","WEST.BATON.ROU",1,30267
"LOUISIANA","WEST.CARROLL",2,26274
"LOUISIANA","WEST.FELICIANA",1,16950
"LOUISIANA","WINN",1,30197
"MAINE","ANDROSCOGGIN",10,235650
"MAINE","AROOSTOOK",7,220778
"MAINE","CUMBERLAND",32,521558
"MAINE","FRANKLIN",2,66518
"MAINE","HANCOCK",5,103473
"MAINE","KENNEBEC",13,264173
"MAINE","KNOX",3,80497
"MAINE","LINCOLN",1,64028
"MAINE","OXFORD",8,119557
"MAINE","PENOBSCOT",21,332948
"MAINE","PISCATAQUIS",1,42634
"MAINE","SAGADAHOC",2,71310
"MAINE","SOMERSET",5,111450
"MAINE","WALDO",6,70971
"MAINE","WASHINGTON",6,81514
"MAINE","YORK",17,348807
"MARYLAND","ALLEGANY",11,182661
"MARYLAND","ANNE.ARUNDEL",26,838091
"MARYLAND","BALTIMORE",89,1411798
"MARYLAND","BALTIMORE.CITY",58,795292
"MARYLAND","CALVERT",0,72066
"MARYLAND","CAROLINE",1,47757
"MARYLAND","CARROLL",8,237489
"MARYLAND","CECIL",9,145223
"MARYLAND","CHARLES",5,153065
"MARYLAND","DORCHESTER",0,50745
"MARYLAND","FREDERICK",12,277498
"MARYLAND","GARRETT",5,65546
"MARYLAND","HARFORD",19,338757
"MARYLAND","HOWARD",9,273512
"MARYLAND","KENT",3,31767
"MARYLAND","MONTGOMERY",46,1238462
"MARYLAND","PRINCE.GEORGES",34,940746
"MARYLAND","QUEEN.ANNES",1,56006
"MARYLAND","SAINT.MARYS",3,131206
"MARYLAND","SOMERSET",3,29973
"MARYLAND","TALBOT",4,50027
"MARYLAND","WASHINGTON",13,261586
"MARYLAND","WICOMICO",4,120985
"MARYLAND","WORCESTER",5,56450
"MASSACHUSETTS","BARNSTABLE",23,354916
"MASSACHUSETTS","BERKSHIRE",19,333613
"MASSACHUSETTS","BRISTOL",57,1105985
"MASSACHUSETTS","DUKES",1,21186
"MASSACHUSETTS","ESSEX",91,1482969
"MASSACHUSETTS","FRANKLIN",4,152763
"MASSACHUSETTS","HAMPDEN",55,968308
"MASSACHUSETTS","HAMPSHIRE",18,323554
"MASSACHUSETTS","MIDDLESEX",174,3156671
"MASSACHUSETTS","NANTUCKET",1,12519
"MASSACHUSETTS","NORFOLK",95,1394127
"MASSACHUSETTS","PLYMOUTH",42,957658
"MASSACHUSETTS","SUFFOLK",75,1187364
"MASSACHUSETTS","WORCESTER",77,1522647
"MICHIGAN","ALCONA",2,23953
"MICHIGAN","ALGER",0,22146
"MICHIGAN","ALLEGAN",9,199332
"MICHIGAN","ALPENA",4,77577
"MICHIGAN","ANTRIM",2,40332
"MICHIGAN","ARENAC",1,36254
"MICHIGAN","BARAGA",2,19273
"MICHIGAN","BARRY",4,115691
"MICHIGAN","BAY",6,283361
"MICHIGAN","BENZIE",3,27127
"MICHIGAN","BERRIEN",12,342445
"MICHIGAN","BRANCH",7,96196
"MICHIGAN","CALHOUN",15,301874
"MICHIGAN","CASS",6,110062
"MICHIGAN","CHARLEVOIX",3,47976
"MICHIGAN","CHEBOYGAN",5,50420
"MICHIGAN","CHIPPEWA",4,66254
"MICHIGAN","CLARE",2,57673
"MICHIGAN","CLINTON",4,137777
"MICHIGAN","CRAWFORD",0,24320
"MICHIGAN","DELTA",6,94844
"MICHIGAN","DICKINSON",2,62701
"MICHIGAN","EATON",10,208367
"MICHIGAN","EMMET",1,54589
"MICHIGAN","GENESEE",51,861545
"MICHIGAN","GLADWIN",1,50030
"MICHIGAN","GOGEBIC",1,46800
"MICHIGAN","GRAND.TRAVERSE",4,135137
"MICHIGAN","GRATIOT",5,96124
"MICHIGAN","HILLSDALE",5,102011
"MICHIGAN","HOUGHTON",12,99939
"MICHIGAN","HURON",8,88924
"MICHIGAN","INGHAM",14,591134
"MICHIGAN","IONIA",10,126674
"MICHIGAN","IOSCO",1,71617
"MICHIGAN","IRON",4,32894
"MICHIGAN","ISABELLA",5,126370
"MICHIGAN","JACKSON",12,338575
"MICHIGAN","KALAMAZOO",22,468651
"MICHIGAN","KALKASKA",1,28528
"MICHIGAN","KENT",35,995167
"MICHIGAN","KEWEENAW",0,5038
"MICHIGAN","LAKE",1,16696
"MICHIGAN","LAPEER",5,171201
"MICHIGAN","LEELANAU",0,35529
"MICHIGAN","LENAWEE",1,213136
"MICHIGAN","LIVINGSTON",10,249745
"MICHIGAN","LUCE",2,14850
"MICHIGAN","MACKINAC",3,22853
"MICHIGAN","MACOMB",81,1635888
"MICHIGAN","MANISTEE",9,54118
"MICHIGAN","MARQUETTE",6,180807
"MICHIGAN","MASON",2,63209
"MICHIGAN","MECOSTA",5,91270
"MICHIGAN","MENOMINEE",2,63829
"MICHIGAN","MIDLAND",5,182625
"MICHIGAN","MISSAUKEE",0,25803
"MICHIGAN","MONROE",9,320033
"MICHIGAN","MONTCALM",2,118837
"MICHIGAN","MONTMORENCY",2,18711
"MICHIGAN","MUSKEGON",17,328347
"MICHIGAN","NEWAYGO",2,85115
"MICHIGAN","OAKLAND",113,2275182
"MICHIGAN","OCEANA",3,52776
"MICHIGAN","OGEMAW",3,41030
"MICHIGAN","ONTONAGON",4,24961
"MICHIGAN","OSCEOLA",2,47668
"MICHIGAN","OSCODA",2,17288
"MICHIGAN","OTSEGO",2,37359
"MICHIGAN","OTTAWA",15,392662
"MICHIGAN","PRESQUE.ISLE",1,34861
"MICHIGAN","ROSCOMMON",5,41957
"MICHIGAN","SAGINAW",22,444709
"MICHIGAN","SAINT.CLAIR",19,328112
"MICHIGAN","SAINT.JOSEPH",4,135374
"MICHIGAN","SANILAC",2,98763
"MICHIGAN","SCHOOLCRAFT",2,19595
"MICHIGAN","SHIAWASSEE",6,170851
"MICHIGAN","TUSCOLA",4,137403
"MICHIGAN","VAN.BUREN",9,150601
"MICHIGAN","WASHTENAW",14,563120
"MICHIGAN","WAYNE",192,3407697
"MICHIGAN","WEXFORD",4,61123
"MINNESOTA","AITKIN",3,32823
"MINNESOTA","ANOKA",15,497880
"MINNESOTA","BECKER",1,68213
"MINNESOTA","BELTRAMI",3,68974
"MINNESOTA","BENTON",4,63599
"MINNESOTA","BIG.STONE",3,18460
"MINNESOTA","BLUE.EARTH",4,126603
"MINNESOTA","BROWN",3,69238
"MINNESOTA","CARLTON",2,71807
"MINNESOTA","CARVER",2,95528
"MINNESOTA","CASS",3,47774
"MINNESOTA","CHIPPEWA",3,35656
"MINNESOTA","CHISAGO",5,66146
"MINNESOTA","CLAY",12,117417
"MINNESOTA","CLEARWATER",2,20524
"MINNESOTA","COOK",0,9743
"MINNESOTA","COTTONWOOD",1,34999
"MINNESOTA","CROW.WING",4,100206
"MINNESOTA","DAKOTA",11,493028
"MINNESOTA","DODGE",1,36984
"MINNESOTA","DOUGLAS",7,68815
"MINNESOTA","FARIBAULT",2,46531
"MINNESOTA","FILLMORE",2,54025
"MINNESOTA","FREEBORN",9,87019
"MINNESOTA","GOODHUE",9,95313
"MINNESOTA","GRANT",0,17302
"MINNESOTA","HENNEPIN",112,2146963
"MINNESOTA","HOUSTON",2,45589
"MINNESOTA","HUBBARD",0,34376
"MINNESOTA","ISANTI",2,59345
"MINNESOTA","ITASCA",8,103740
"MINNESOTA","JACKSON",3,33292
"MINNESOTA","KANABEC",1,30396
"MINNESOTA","KANDIYOHI",2,91712
"MINNESOTA","KITTSON",1,16438
"MINNESOTA","KOOCHICHING",2,42171
"MINNESOTA","LAC.QUI.PARLE",0,25928
"MINNESOTA","LAKE",1,31420
"MINNESOTA","LAKE.OF.THE.WO",0,9422
"MINNESOTA","LE.SUEUR",4,58306
"MINNESOTA","LINCOLN",0,19704
"MINNESOTA","LYON",3,62240
"MINNESOTA","MAC.LEOD",4,74073
"MINNESOTA","MAHNOMEN",1,11196
"MINNESOTA","MARSHALL",2,32137
"MINNESOTA","MARTIN",5,60527
"MINNESOTA","MEEKER",2,51458
"MINNESOTA","MILLE.LACS",3,44506
"MINNESOTA","MORRISON",11,72683
"MINNESOTA","MOWER",10,96237
"MINNESOTA","MURRAY",1,27896
"MINNESOTA","NICOLLET",3,66343
"MINNESOTA","NOBLES",4,52205
"MINNESOTA","NORMAN",2,22461
"MINNESOTA","OLMSTED",8,219865
"MINNESOTA","OTTER.TAIL",11,128042
"MINNESOTA","PENNINGTON",2,35798
"MINNESOTA","PINE",2,50034
"MINNESOTA","PIPESTONE",1,27312
"MINNESOTA","POLK",8,83791
"MINNESOTA","POPE",1,28485
"MINNESOTA","RAMSEY",50,1035459
"MINNESOTA","RED.LAKE",0,13513
"MINNESOTA","REDWOOD",3,46825
"MINNESOTA","RENVILLE",5,49699
"MINNESOTA","RICE",4,113756
"MINNESOTA","ROCK",2,25685
"MINNESOTA","ROSEAU",1,31721
"MINNESOTA","SAINT.LOUIS",36,517061
"MINNESOTA","SCOTT",3,113534
"MINNESOTA","SHERBURNE",3,79192
"MINNESOTA","SIBLEY",3,38009
"MINNESOTA","STEARNS",5,272708
"MINNESOTA","STEELE",4,73924
"MINNESOTA","STEVENS",3,26991
"MINNESOTA","SWIFT",2,31080
"MINNESOTA","TODD",5,62645
"MINNESOTA","TRAVERSE",2,13228
"MINNESOTA","WABASHA",6,48134
"MINNESOTA","WADENA",1,34021
"MINNESOTA","WASECA",2,45489
"MINNESOTA","WASHINGTON",8,291877
"MINNESOTA","WATONWAN",3,30481
"MINNESOTA","WILKIN",0,20417
"MINNESOTA","WINONA",7,111292
"MINNESOTA","WRIGHT",12,149423
"MINNESOTA","YELLOW.MEDICIN",3,33182
"MISSISSIPPI","ADAMS",3,47848
"MISSISSIPPI","ALCORN",2,70906
"MISSISSIPPI","AMITE",0,17500
"MISSISSIPPI","ATTALA",5,27969
"MISSISSIPPI","BENTON",0,12217
"MISSISSIPPI","BOLIVAR",4,40369
"MISSISSIPPI","CALHOUN",0,27533
"MISSISSIPPI","CARROLL",1,12952
"MISSISSIPPI","CHICKASAW",0,26866
"MISSISSIPPI","CHOCTAW",0,15360
"MISSISSIPPI","CLAIBORNE",0,7405
"MISSISSIPPI","CLARKE",1,26792
"MISSISSIPPI","CLAY",2,25246
"MISSISSIPPI","COAHOMA",1,30375
"MISSISSIPPI","COPIAH",0,32703
"MISSISSIPPI","COVINGTON",1,25492
"MISSISSIPPI","DE.SOTO",3,112090
"MISSISSIPPI","FORREST",5,116477
"MISSISSIPPI","FRANKLIN",0,12836
"MISSISSIPPI","GEORGE",4,35313
"MISSISSIPPI","GREENE",0,19160
"MISSISSIPPI","GRENADA",1,29157
"MISSISSIPPI","HANCOCK",4,59743
"MISSISSIPPI","HARRISON",14,325760
"MISSISSIPPI","HINDS",16,321650
"MISSISSIPPI","HOLMES",1,15157
"MISSISSIPPI","HUMPHREYS",1,11175
"MISSISSIPPI","ISSAQUENA",0,2550
